config,mean_rank,std_rank,cv
angle_d2,12.484635881477951,4.097475341442991,0.32820142934194446
iqp_d2,31.014549588357113,11.891307474005098,0.38341061312996444
var_d2_e1,10.175248123256381,2.538684856626333,0.24949611307998085
highd_d2_f15,47.489140499032324,7.14947516536719,0.15054968546677158
highd_d2_f30,60.905073071117705,3.5324426039777217,0.05799915221832106
