criterion,spearman_rho,p_value
effective_rank,0.38240421909181105,0.0009165115114555657
spectral_entropy,0.36235643768889997,0.0017604695987985194
concentration_index,-0.38242267326105184,0.0009159433795883188
gap_ratio,-0.5372436417118718,1.1407768443858703e-06
top5_energy,-0.3407782243700498,0.003398215719367675
